Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Focus,2015,"Glenn Ficarra, John Requa","['Crime', 'Comedy', 'Romance']",3,3.03,105,['USA'],English,['English'],270401,18519,34721,"['Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Gerald McRaney', 'Adrian Martinez', 'Robert Taylor', 'BD Wong', 'Brennan Brown', 'Dominic Fumusa', 'Dotan Bonen', 'Griff Furst', 'Stephanie Honoré', 'David Stanford', 'Steve Kim', 'Don Yesso', 'Juan Minujín', 'Jano Seitun', 'Melania Lenoir', 'Pietro Gian', 'Justina Bustos', 'Paula Brasca', 'Antonella Macchi', 'Aaron Jay Rome', 'Armando Leduc', 'Jon Eyez', 'Clay Chamberlin', 'Danny Ladmirault', 'Chip Carriere', 'Daniella Short', 'Frank J. Monteleone', 'Alan Sabbagh', 'Hervé Segata', 'Jorge Takashima', 'Pierre Marquille', 'Nas Mehdi', 'Federico Bongiorno', 'Kate Adair', 'Billy Slaughter', 'Lindsay Clift', 'Thomas Francis Murphy', 'Nicoye Banks', 'Ruy Gatti', 'Cacilie Hughes', 'Alvin Chon', 'Brett Baker', 'Taylor Persh', 'Mariano Bertolini', 'Scott M. Jefferson', 'Billy Louviere', 'Thomas Thomason', 'Antonella Saldicco', 'Joaquín Berthold', 'Marina Artigas', 'Dario Dukah', 'Martin Covert', 'Apollo Robbins', 'Michael Dardant', 'Victor Moran', 'Eric McMullen', 'Han Soto', 'Yeshi Tenzin', 'Laney Chouest', 'Darrell Foster', 'Hilary Tuttle', 'Guillermo Miguel', 'Nina Leon', 'Nick Reasons', 'Chris Dieker', 'Stevie Baggs Jr.', 'Thomas Holley', 'Walter Prestenberg, Jr.', 'Nicholas Harris', ""Patrick O'Hara"", 'David Haines', 'Steve Hammond', 'Derrick Townsend', 'Juan Gaspard', 'Joe Chrest', 'Ricardo Vargas', 'Sheena Sakai']","['K & S Films', 'RatPac Entertainment', 'Zaftig Films', 'Warner Bros. Pictures', 'Di Novi Pictures']",https://letterboxd.com//film/focus-2015/
Penguins of Madagascar,2014,"Eric Darnell, Simon J. Smith","['Animation', 'Family', 'Comedy', 'Adventure']",4,2.98,92,['USA'],English,['English'],231034,20607,24439,"['Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'John Malkovich', 'Benedict Cumberbatch', 'Ken Jeong', 'Annet Mahendru', 'Peter Stormare', 'Andy Richter', 'Danny Jacobs', 'Werner Herzog', 'Sean Charmatz', 'Billy Eichner', 'Stephen Kearin', 'Ava Acres', 'Kelly Cooney Cilella', 'Susan Fitzer', 'Chris Sanders', 'Emily Nordwind', 'Mike Mitchell', 'Hope Levy', 'Walt Dohrn', 'Jim Pirri', 'Elizabeth Pan', 'Jeff Fischer', 'Stephen Apostolina', 'Al Rodrigo', 'Steve Alterman', 'Carter Hastings', 'Cullen McCarthy', 'Nicholas Guest', 'Adriano Aragon', 'Lynnanne Zager', 'Angie Wu']","['DreamWorks Animation', 'Pacific Data Images']",https://letterboxd.com//film/penguins-of-madagascar-2014/
Interstellar,2014,Christopher Nolan,"['Science Fiction', 'Drama', 'Adventure']",3,4.32,169,"['UK', 'USA']",English,['English'],2968612,386136,1339594,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Michael Caine', 'Bill Irwin', 'Ellen Burstyn', 'Mackenzie Foy', 'Casey Affleck', 'John Lithgow', 'Wes Bentley', 'David Gyasi', 'Matt Damon', 'Topher Grace', 'Timothée Chalamet', 'David Oyelowo', 'William Devane', 'Josh Stewart', 'Collette Wolfe', 'Leah Cairns', 'Russ Fega', 'Lena Georgas', 'Jeff Hephner', 'Elyes Gabel', 'Brooke Smith', 'Liam Dickinson', 'Francis X. McCarthy', 'Andrew Borba', 'Flora Nolan', 'Griffen Fraser', 'William Patrick Brown', 'Kristian Van der Heyden', 'Joseph Oliveira', 'Ryan Irving', 'Alexander Michael Helisek', 'Benjamin Hardy']","['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",https://letterboxd.com//film/interstellar/
Addicted,2014,Bille Woodruff,"['Thriller', 'Drama']",2,1.92,105,['USA'],English,['English'],4712,807,258,"['Boris Kodjoe', 'Brandon Gonzales', 'Cameron Mills', 'Emayatzy Corinealdi', 'Garrett Hines', 'Hunter Burke', 'John Newberg', 'Kat Graham', 'Maria Howell', 'Omer Mughal', 'Sharon Leal', 'Tasha Smith', 'Tyson Beckford', 'William Levy', 'Mikayla Donlon', 'Rob Ruprecht']","['Lionsgate', 'Codeblack Films']",https://letterboxd.com//film/addicted-2014/
The Fault in Our Stars,2014,Josh Boone,"['Romance', 'Drama']",3.5,3.07,126,['USA'],English,['English'],753299,47921,95151,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern', 'Sam Trammell', 'Willem Dafoe', 'Lotte Verbeek', 'Mike Birbiglia', 'Ana Dela Cruz', 'Randy Kovitz', 'Emily Peachey', 'David Whalen', 'Milica Govich', 'Allegra Carpenter', 'Toni Saladna', 'Emily Bach', 'Tim Hartman', 'Bethany Leo', 'Alexis Hodges', 'Jean Brassard', 'Carly Otte', 'Lily Kenna', 'Silvio Wolf Busch', 'Viviana Cardenas', 'Jordan Drexel', 'PJ Rossotto', 'Tanner Boatwright', 'Cheyenne Hurley', 'Jennifer Kline', 'Carol Weyers', 'Lauren Blumenthal', 'Nikki Lipinski', 'Sebastian Dean', 'Alexander Murph', 'Taylor Dettore', 'Josh Potter', 'Steven Edmonds', 'Cindy Zeng', 'C.J. Evans', 'Daniel Booko', 'Jacqueline Pinol', 'Sitara Attaie', 'Jim Pirri', 'Jean Gilpin', 'Joey Richter', 'Nicholas Guest', 'Danielle Hartnett', 'Matthew Wolf', 'Dina Morrone', 'Joe Fishel', 'Richard C. Fishel']","['TSG Entertainment', 'Fox 2000 Pictures', 'Temple Hill Entertainment']",https://letterboxd.com//film/the-fault-in-our-stars/
Rio 2,2014,Carlos Saldanha,"['Adventure', 'Comedy', 'Animation', 'Family']",3,2.67,101,['USA'],English,"['English', 'Portuguese']",200764,13803,15980,"['Jesse Eisenberg', 'Anne Hathaway', 'Will.i.am', 'Jamie Foxx', 'Leslie Mann', 'George Lopez', 'Andy García', 'Bruno Mars', 'Bernardo de Paula', 'Rodrigo Santoro', 'Jemaine Clement', 'Jake T. Austin', 'Amandla Stenberg', 'Pierce Gagnon', 'Rita Moreno', 'Kristin Chenoweth', 'Tracy Morgan', 'Rachel Crow', 'Bebel Gilberto', 'Jason Harris', 'Janelle Monáe', 'Amy Heidemann', 'Carlinhos Brown', 'Jim Conroy', 'Nola Donkin', 'Miguel Ferrer', 'Jeffrey Garcia', 'Kevin W. Keane', 'Philip Lawrence', 'Gracinha Leporace', 'Sérgio Mendes', 'Kate Micucci', 'Pablo Ramírez', 'Marco Antonio Regil', 'Peter Pamela Rose', 'Carlos Saldanha', 'Julia Scarpa Saldanha', 'Manoela Scarpa Saldanha', 'Rafael Scarpa Saldanha', 'Sofia Scarpa Saldanha', 'Cindy Slattery', 'Randy Thom', 'Claira Nicole Titman', 'Miriam Wallen', 'Claudine Barros', 'Mauro Blanco', 'Jeremy Bowker', 'Dennis T. Carnegie', 'Shanti Correa', 'Alberto Costa', 'David Cowgill', 'Holly Dorff', 'Harry Hitner', 'Rif Hutton', 'Vanessa Lemonides', 'Hope Levy', 'Henry Leyva', 'Anselmo Martini', 'Renata Becker', 'Ron McClary', 'Brian Scott McFadden', 'Phil Miler', 'Edie Mirman', 'Heber Moreira', 'Leo Nobre', 'Mina Olivera', 'Jackeline Olivier', 'Kleber Jorge Pimenta', 'Byron Thames', 'Annie Maginnis Tippe', 'Natalie Morales']","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",https://letterboxd.com//film/rio-2/
Recep Ivedik 4,2014,Togan Gökbakar,['Comedy'],2.5,2.22,117,['Turkey'],Turkish,['Turkish'],14575,459,376,"['Şahan Gökbakar', 'İrfan Kangı', 'Cem Korkmaz', 'Barış Bulut', 'Ece İncebay', 'Ekrem Aral Tuna', 'Aziz Karakaya', 'Berna Üçkaleler', 'Serkan Sağdıç', 'Caner Tanrıverdi', 'Gülşah Yanaş', 'Halil İbrahim Yılmaz', 'Gülüm Baltacıgil', 'Çağlar Salman', 'Murat Ergür', 'Arda Hacıoğlu', 'Nurullah Çelebi']",['Çamaşırhane'],https://letterboxd.com//film/recep-ivedik-4/
Frozen,2013,"Chris Buck, Jennifer Lee","['Fantasy', 'Animation', 'Adventure', 'Family']",4,3.36,102,['USA'],English,['English'],1631842,100164,246033,"['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad', 'Santino Fontana', 'Alan Tudyk', 'Maia Wilson', 'Paul Briggs', 'Stephen J. Anderson', 'Maurice LaMarche', 'Jennifer Lee', 'Chris Williams', 'Ciarán Hinds', 'Edie McClurg', 'Robert Pine', 'Spencer Lacey Ganus', 'Livvy Stubenrauch', 'Eva Bella', 'Jesse Corti', 'Jeffrey Marcus', 'Tucker Gilmore', 'Ava Acres', 'Stephen Apostolina', 'Annaleigh Ashford', 'Kirk Baily', 'Jenica Bergere', 'David Boat', 'Tyree Brown', 'Woody Buck', 'June Christopher', 'Lewis Cleale', 'Wendy Cutler', 'Terri Douglas', 'Eddie Frierson', 'Jean Gilpin', 'Jackie Gonneau', 'Nicholas Guest', 'Bridget Hoffman', 'Nick Jameson', 'Daniel Kaz', 'John Lavelle', 'Patricia Lentz', 'Annie Lopez', 'Katie Lowes', 'Mona Marshall', 'Dara McGarry', 'Scott Menville', 'Adam Overett', 'Paul Pape', 'Courtney Peldon', 'Jennifer Perry', 'Raymond S. Persi', 'Jean-Michel Richaud', 'Lynwood Robinson', 'Carter Sand', 'Jadon Sand', 'Katie Silverman', 'Pepper Sweeney', 'Fred Tatasciore', 'Jack Whitehall']","['Walt Disney Pictures', 'Walt Disney Animation Studios']",https://letterboxd.com//film/frozen-2013/
The Book Thief,2013,Brian Percival,['Drama'],4.5,3.45,131,"['Germany', 'USA']",English,"['English', 'German']",144091,14731,21937,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson', 'Nico Liersch', 'Ben Schnetzer', 'Heike Makatsch', 'Barbara Auer', 'Roger Allam', 'Rainer Bock', 'Gotthard Lange', 'Rainer Reiners', 'Kirsten Block', 'Julian Lehmann', 'Ludger Bökelmann', 'Paul Schaefer', 'Nozomi Linus Kaisar', 'Oliver Stokowski', 'Robert Beyer', 'Hildegard Schroedter', 'Levin Liam', 'Sandra Nedeleff', 'Rafael Gareisen', 'Carl Heinz Choynski', 'Mike Maas', 'Sebastian Hülk', 'Matthias Matschke', 'Beata Lehmann', 'Laina Schwarz', 'Marie Burchard', 'Georg Tryphon', 'Joachim Paul Assböck', 'Martin Ontrop', 'Jan Andres', 'Stephanie Stremler', 'Carina Wiese']","['Studio Babelsberg', 'Fox 2000 Pictures', 'Sunswept Entertainment']",https://letterboxd.com//film/the-book-thief/
Cloudy with a Chance of Meatballs 2,2013,"Cody Cameron, Kris Pearn","['Animation', 'Comedy', 'Family']",3.5,2.83,95,['USA'],English,['English'],245415,17098,22981,"['Bill Hader', 'Anna Faris', 'James Caan', 'Will Forte', 'Andy Samberg', 'Benjamin Bratt', 'Neil Patrick Harris', 'Terry Crews', 'Kristen Schaal', 'Cody Cameron', 'Melissa Sturm', 'Kris Pearn', 'Craig Kellman', 'Khamani Griffin', 'Bridget Hoffman', 'Al Roker', 'Steve Alterman', 'David Cowgill', 'Eddie Frierson', 'Elisa Gabrielli', 'Jackie Gonneau', 'Tania Gunadi', 'Wendy Hoffmann', 'Walter Jones', 'Ashley Lambert', 'Scott Menville', 'David Sheinkopf', 'Peter Siragusa', 'Marina Squerciati', 'Kelly Stables', 'Shane Sweet', 'Maddie Taylor', 'June Christopher', 'Jonathan Lambert', 'Pauline Lefèvre', 'Cyril Lignac']","['Columbia Pictures', 'Sony Pictures Animation']",https://letterboxd.com//film/cloudy-with-a-chance-of-meatballs-2/
Gravity,2013,Alfonso Cuarón,"['Thriller', 'Drama', 'Science Fiction']",3,3.5,91,"['UK', 'USA']",English,['English'],1038236,92750,198289,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage']","['Esperanto Filmoj', 'Warner Bros. Pictures', 'Heyday Films']",https://letterboxd.com//film/gravity-2013/
About Time,2013,Richard Curtis,"['Fantasy', 'Romance', 'Drama']",3.5,3.98,123,"['UK', 'USA']",English,['English'],878894,135241,300958,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson', 'Lindsay Duncan', 'Richard Cordery', 'Joshua McGuire', 'Tom Hollander', 'Margot Robbie', 'Will Merrick', 'Vanessa Kirby', 'Tom Hughes', 'Clemmie Dugdale', 'Harry Hadden-Paton', 'Mitchell Mullen', 'Lisa Eichhorn', 'Jenny Rainsford', 'Natasha Powell', 'Mark Healy', 'Ben Benson', 'Philip Voss', 'Tom Godwin', 'Pal Aron', 'Catherine Steadman', 'Andrew Martin Yates', 'Charlie Barnes', 'Verity Fullerton', 'Veronica Owings', 'Olivia Konten', 'Sarah Heller', 'Jaiden Dervish', 'Jacob Francis', 'Jago Freud', 'Ollie Phillips', 'Sophie Pond', 'Sophie Brown', 'Molly Seymour', 'Matilda Sturridge', 'Tom Stourton', 'Rebecca Chew', 'Jon West', 'Graham Richard Howgego', 'Kerrie Liane Studholme', 'Kenneth Hazeldine', 'Barbar Gough', 'Jon Boden', 'Charlie Curtis', 'Haruka Abe', 'Lee Nicholas Harris', 'Matthew C. Martino', 'Richard E. Grant', 'Richard Griffiths', 'Tom Coulston']","['Universal Pictures', 'Relativity Media', 'Working Title Films']",https://letterboxd.com//film/about-time/
Despicable Me 2,2013,"Pierre Coffin, Chris Renaud","['Animation', 'Comedy', 'Family']",3,3.06,98,['USA'],English,"['English', 'Spanish']",752560,39272,81063,"['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove', 'Russell Brand', 'Ken Jeong', 'Steve Coogan', 'Elsie Fisher', 'Dana Gaier', 'Moisés Arias', 'Nasim Pedrad', 'Kristen Schaal', 'Pierre Coffin', 'Chris Renaud', 'Nickolai Stoilov', 'Vanessa Bayer', 'Ava Acres', 'Lori Alan', 'Jack Angel', 'Eva Bella', 'Georgia Cook', 'John Cygan', 'Debi Derryberry', 'Jess Harnell', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Mason McNulty', 'Alec Medlock', 'Laraine Newman', 'Jan Rabson', 'Andre Robinson', 'Katie Silverman', 'Casey Simpson', 'Claira Nicole Titman', 'Jim Ward', 'April Winchell', 'Joe Matthews']","['Illumination', 'Universal Pictures']",https://letterboxd.com//film/despicable-me-2/
Monsters University,2013,Dan Scanlon,"['Animation', 'Family']",3.5,3.35,104,['USA'],English,['English'],1092705,89127,170328,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Alfred Molina', 'Tyler Labine', 'Nathan Fillion', 'Aubrey Plaza', 'Bobby Moynihan', 'Noah Johnston', 'Julia Sweeney', 'Bonnie Hunt', 'John Krasinski', 'Bill Hader', 'Beth Behrs', 'Bob Peterson', 'John Ratzenberger', 'Lori Alan', 'Carlos Alazraqui', 'Jack Angel', 'Bob Bergen', 'Gregg Berger', 'Rodger Bumpass', 'Neil Campbell', 'Ava Acres', 'Sherry Lynn', 'Paul Lazenby', 'Aramé Scott', 'Joseph John Schirle', 'Kristen Li', 'Davin Ransom', 'Raymond Ochoa', 'Calum John', 'Montse Hernandez', 'Mason Cook', 'Makenna Cowgill', 'Tyree Brown', 'Jack Bright', 'Isabella Acres', 'April Winchell', 'Colette Whitaker', 'Jim Ward', 'Marcia Wallace', 'David Theune', 'Tara Strong', 'Mindy Sterling', 'Joel Spence', 'Betsy Sodaro', 'Patrick Seitz', 'Dan Scanlon', 'Jan Rabson', 'Cristina Pucelli', 'Jeff Pidgeon', 'Dannah Feinglass Phirman', 'Donovan Patton', 'Bret Parker', ""Colleen O'Shaughnessey"", 'Laraine Newman', 'David Neher', 'Pam Murphy', 'Matthew Mercer', 'Alec Medlock', 'Allan McLeod', 'Mickie McGowan', 'Tricia McAlpin', 'Mona Marshall', 'Jason Marsden', 'Danny Mann', 'Dawnn Lewis', 'Elissa Knight', 'John Kassir', 'Brandon Johnson', 'Jess Harnell', 'Mike Hanford', 'Daniel Gerson', 'Teresa Ganzel', 'Donald Fullilove', 'Andy Fischer-Price', 'Keith Ferguson', 'Bill Farmer', 'Paul Eiding', 'Greg Dykstra', 'John Cygan', 'Sean Conroy', 'Patrick Carlyle', 'Natalie Jane Dang', 'Gage Davenport', 'Ethan Louis Samuels DiSalvio', 'Faith Goblirsch', 'Brooke Klinger', 'Nikolas Michailidis', 'Marley Pearson', 'Lindsay Lefler']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/monsters-university/
The Great Gatsby,2013,Baz Luhrmann,"['Romance', 'Drama']",3,3.36,143,"['USA', 'Australia']",English,['English'],1282121,84643,263164,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan', 'Callan McAuliffe', 'Adelaide Clemens', 'Steve Bisley', 'Richard Carter', 'Jack Thompson', 'Vince Colosimo', 'Max Cullen', 'Mal Day', 'Emily Foreman', 'Tiger Leacey Wyvill', 'Charlize Skinner', 'Brendan Maclean', 'Kate Mulvany', 'Kahlia Greksa', 'Karinna Greksa', 'Garrett William Fountain', 'David Furlong', 'Daniel Gill', 'Iota', 'Barry Otto', ""John O'Connell"", 'Ben McIvor', 'Hamish Michael', 'Brian Rooney', 'Gemma Ward', 'Goran D. Kleut', 'Denning Isles', 'Heather Mitchell', 'Nick Tate', 'Lisa Adam', 'Frank Aldridge', 'Price Johnson', 'Bill Young', 'Nicholas Simpson', 'Emmanuel Ekwensi', 'Eden Falk', 'Stephen James King', 'Kim Knuckey', 'Barrie Laws', 'Alfred Quinten', 'Mark Lemon', 'John Maumau', 'Kevin McGlothan', 'Gadir Rajab', 'Nick Meenahan', 'Kasia Stelmach', 'Olga Miller', 'Gus Murray', 'Corey Blake Owers', 'Tasman Palazzi', 'Brenton Prince', 'Bryan Probets', 'Milan Pulvermacher', 'Jake Ryan', 'John Sheerin', 'Kieran van Bunnik', 'Sylvana Vandertouw', 'Matthew Whittet', 'Felix Williamson', 'Nancy Denis', 'Natasha Marconi', 'Jaclyn Seymour', 'Briden Starr', 'Charles Bartley', 'Veronica Beattie', 'Kane Bonke', 'Kirby Burgess', 'Henry Byalikov', 'Thomas Egan', 'Danielle Evrat', 'Ryan Gonzalez', 'Michelle Hopper', 'Lyndell Harradine', 'Lara Mulcahy', 'Romina Villafranca', 'Mitchell Woodcock', 'Kaylie Yee', 'Sophie Rose Holloway', 'James May', 'Zac McAliece', 'Alex Stewart', 'Mikaela Smith', 'Tiana Canterbury', 'Morgan Choice', 'Lisa Viola', 'Eden Dessalegn', 'Elenoa Rokobaro', 'Effie Nkrumah', 'Thabang Baloyi', 'Donna Stevens', 'Lil Tulloch', 'Leah Wood', 'Kate Rutherford', 'Ryan Cooper']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Bazmark', 'Red Wagon Entertainment', 'A&E Television Networks']",https://letterboxd.com//film/the-great-gatsby-2013/
The Butterfly's Dream,2013,Yılmaz Erdoğan,"['History', 'Drama']",3.5,3.57,138,['Turkey'],Turkish,['Turkish'],23101,1655,2613,"['Kıvanç Tatlıtuğ', 'Mert Fırat', 'Belçim Bilgin', 'Farah Zeynep Abdullah', 'Yılmaz Erdoğan', 'Ahmet Mümtaz Taylan', 'Taner Birsel', 'İpek Bilgin', 'Salih Kalyon', 'Oğuz Okul', 'Miray Akay', 'Barış Çakmak']",[],https://letterboxd.com//film/the-butterflys-dream/
The Croods,2013,"Chris Sanders, Kirk DeMicco","['Adventure', 'Fantasy', 'Family', 'Comedy', 'Animation', 'Action']",3.5,3.01,98,['USA'],English,['English'],420110,32552,45083,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds', 'Catherine Keener', 'Cloris Leachman', 'Clark Duke', 'Chris Sanders', 'Randy Thom']",['DreamWorks Animation'],https://letterboxd.com//film/the-croods/
CM101MMXI Fundamentals,2013,Murat Dündar,['Comedy'],3,3.84,139,['Turkey'],Turkish,['Turkish'],21119,540,1541,['Cem Yılmaz'],['CMYLMZ Fikirsanat'],https://letterboxd.com//film/cm101mmxi-fundamentals/
The Twilight Saga: Breaking Dawn – Part 2,2012,Bill Condon,"['Romance', 'Drama', 'Fantasy', 'Adventure']",3.5,2.73,115,['USA'],English,['English'],653809,50234,83350,"['Robert Pattinson', 'Kristen Stewart', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser', 'Ashley Greene', 'Jackson Rathbone', 'Nikki Reed', 'Kellan Lutz', 'Billy Burke', 'Dakota Fanning', 'Jamie Campbell Bower', 'Maggie Grace', 'Mackenzie Foy', 'Michael Sheen', 'Cameron Bright', 'Chaske Spencer', 'MyAnna Buring', 'Christopher Heyerdahl', 'Julia Jones', 'Booboo Stewart', 'Andrea Powell', 'Christian Camargo', 'Daniel Cudmore', 'Guri Weinberg', 'Lee Pace', 'Rami Malek', 'Casey LaBow', 'Joe Anderson', 'Angela Sarafyan', 'Valorie Curry', 'Noel Fisher', 'Tyson Houseman', 'Lateef Crowder', 'Charlie Bewley', 'Billy Wagenseller', 'Mía Maestro', 'Wendell Pierce', 'Omar Metwally', 'Andrea Gabriel', 'Judi Shekoni', 'Tracey Heggins', 'Patrick Brennan', 'Marlane Barnes', 'Toni Trucks', 'Erik Odom', 'Amadou Ly', 'Janelle Froehlich', 'Masami Kosaka', 'Alex Rice', 'Marisa Quinn', 'Bill Tangradi', 'J. D. Pardo', 'Lisa Howard']","['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment', 'Lionsgate']",https://letterboxd.com//film/the-twilight-saga-breaking-dawn-part-2/
Life of Pi,2012,Ang Lee,"['Drama', 'Adventure']",4,3.71,127,"['Canada', 'India', 'Taiwan', 'UK', 'USA']",English,"['English', 'French', 'Hindi', 'Japanese', 'Tamil']",1002674,69990,193514,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd Abbas Khaleeli', 'Vibish Sivakumar', 'Rafe Spall', 'Gérard Depardieu', 'James Saito', 'Jun Naito', 'Andrea Di Stefano', 'Shravanthi Sainath', 'Elie Alouf', 'T.M. Karthik', 'Amarendran Ramanan', 'Hari Mina Bala', 'Wang Bo-chieh', 'Ko I-Chen', 'Jag Huang Chien-Wei', 'Ravi Natesan', 'Adyant Balaji', 'Chirag Agarwal', 'Ahan André Kamath', 'Om Kamath', 'Srilekh Katta', 'Swati Van Rijswijk', 'M. Keerthana', 'Indumohan Poornima', 'Josephine Nithya B.', 'Samyuktha S.', 'A. Deiva Sundari', 'G. Vasantakumary', 'A. Vithya', 'Mythili Prakash', 'Raj Patel', 'Hadiqa Hamid', 'Iswar Srikumar', 'Padmini Ramachandran']","['Fox 2000 Pictures', 'Dune Entertainment', 'Ingenious Media', 'Haishang Films', 'Netter Productions', 'India Take One Productions', 'Ingenious Film Partners', 'Big Screen Productions']",https://letterboxd.com//film/life-of-pi/
The Perks of Being a Wallflower,2012,Stephen Chbosky,['Drama'],4,3.9,103,['USA'],English,['English'],1834123,203527,677825,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Mae Whitman', 'Kate Walsh', 'Dylan McDermott', 'Melanie Lynskey', 'Nina Dobrev', 'Johnny Simmons', 'Joan Cusack', 'Paul Rudd', 'Nicholas Braun', 'Reece Thompson', 'Patrick de Ledebur', 'Brian Balzerini', 'Tom Kruszewski', 'Julia Garner', 'Tom Savini', 'Emily Marie Callaway', 'Chelsea Zhang', 'Jesse Scheirer', 'Justine Nicole Schaefer', 'Julie Marie Schaefer', 'Leo Miles Farmerie', 'Isabel Muschweck', 'Adam Hagenbuch', 'Erin Wilhelmi', 'Jordan Paley', 'Zane Holtz', 'Timothy Breslin', 'Mark McClain Wilson', 'Atticus Cain', 'Stacy Chbosky', 'Dihlon McManne', 'Laurie Klatscher', 'Landon Pigg', 'Jennifer Enskat', 'William L. Thomas', 'Morgan Wolk', 'Joe Fishel', 'Jeffrey Jones']",['Mr. Mudd Production'],https://letterboxd.com//film/the-perks-of-being-a-wallflower/
Spring Breakers,2012,Harmony Korine,"['Drama', 'Crime']",3.5,2.78,94,"['France', 'USA']",English,['English'],430700,61080,59419,"['James Franco', 'Selena Gomez', 'Vanessa Hudgens', 'Ashley Benson', 'Rachel Korine', 'Gucci Mane', 'Heather Morris', 'Ash Lendzion', 'Sidney Sewell', 'Thurman Sewell', 'Emma Holzer', 'Lee Irby', 'Jeffrey Leonard Jarrett', 'Russell Stuart', 'Josh Randall', 'Travis Duncan', 'John McClain', 'Paige Anderson', 'Rebecca Kauffman', 'Tony Robinette', 'Megan Russell', 'Kathryn Trail', 'Ken Anthony II', 'Karleigh Chase', 'Vivian Fleming-Alvarez', 'Tom Franco', 'Mattox Gardner', 'Rod Grant', 'Anthony J. James', 'Dave Kramer', 'Erik Anthony Russo', 'Dayton Sinkia', 'Lauren Vera', 'Benjamin Weaver', 'Nicole Paris Williams']","['Iconoclast', 'Rabbit Bandini Productions', 'Division Films', 'Muse Productions', ""O' Salvation"", 'MJZ', 'Pop Films', 'Radar Pictures']",https://letterboxd.com//film/spring-breakers/
Ice Age: Continental Drift,2012,"Steve Martino, Mike Thurmeier","['Adventure', 'Family', 'Comedy', 'Animation']",3,2.62,88,['USA'],English,['English'],368370,21745,25287,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Seann William Scott', 'Josh Peck', 'Queen Latifah', 'Jennifer Lopez', 'Peter Dinklage', 'Wanda Sykes', 'Keke Palmer', 'Josh Gad', 'Nick Frost', 'Aziz Ansari', 'Alain Chabat', 'Kunal Nayyar', 'Drake', 'Nicki Minaj', 'Rebel Wilson', 'Alan Tudyk', 'Ester Dean', ""Eddie 'Piolin' Sotelo"", 'Joy Behar', 'Heather Morris', 'Chris Wedge', 'Christopher Campbell', 'Karen Disher', 'Marieve Herington', 'Lucas Leguizamo', 'Allegra Leguizamo', 'Jason Fricchione', 'Ben Gleib', 'George Jacobs', 'James Palumbo', 'Simon Pegg', 'Alexandra Romano', 'Patrick Stewart', 'Brian Scott McFadden', 'Ashley Albert', 'Edita Brychta', 'Dennis T. Carnegie', 'Aimée Castle', 'Jim Conroy', 'Jason Harris', 'Sondra James', 'Alexa Kahn', 'Bill Lobley', 'Chris Phillips', 'Tara Sands', 'Keith Silverstein']","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",https://letterboxd.com//film/ice-age-continental-drift/
